steps,learning_rates_per_step
0,0.0
1,1.6853932584269661e-06
2,3.3707865168539322e-06
3,5.056179775280898e-06
4,6.7415730337078645e-06
5,8.42696629213483e-06
6,1.0112359550561796e-05
7,1.1797752808988763e-05
8,1.3483146067415729e-05
9,1.5168539325842694e-05
10,1.685393258426966e-05
11,1.853932584269663e-05
12,2.0224719101123593e-05
13,2.191011235955056e-05
14,2.3595505617977527e-05
15,2.528089887640449e-05
16,2.6966292134831458e-05
17,2.8651685393258425e-05
18,3.033707865168539e-05
19,3.202247191011235e-05
20,3.370786516853932e-05
21,3.539325842696629e-05
22,3.707865168539326e-05
23,3.876404494382022e-05
24,4.0449438202247185e-05
25,4.2134831460674156e-05
26,4.382022471910112e-05
27,4.550561797752809e-05
28,4.7191011235955054e-05
29,4.8876404494382024e-05
30,5.056179775280898e-05
31,5.224719101123595e-05
32,5.3932584269662916e-05
33,5.5617977528089886e-05
34,5.730337078651685e-05
35,5.898876404494382e-05
36,6.067415730337078e-05
37,6.235955056179775e-05
38,6.40449438202247e-05
39,6.573033707865168e-05
40,6.741573033707865e-05
41,6.910112359550562e-05
42,7.078651685393257e-05
43,7.247191011235954e-05
44,7.415730337078651e-05
45,7.584269662921347e-05
46,7.752808988764044e-05
47,7.92134831460674e-05
48,8.089887640449437e-05
49,8.258426966292134e-05
50,8.426966292134831e-05
51,8.595505617977527e-05
52,8.764044943820224e-05
53,8.932584269662921e-05
54,9.101123595505618e-05
55,9.269662921348314e-05
56,9.438202247191011e-05
57,9.606741573033708e-05
58,9.775280898876405e-05
59,9.943820224719099e-05
60,0.00010112359550561796
61,0.00010280898876404493
62,0.0001044943820224719
63,0.00010617977528089886
64,0.00010786516853932583
65,0.0001095505617977528
66,0.00011123595505617977
67,0.00011292134831460673
68,0.0001146067415730337
69,0.00011629213483146067
70,0.00011797752808988764
71,0.00011966292134831458
72,0.00012134831460674156
73,0.00012303370786516854
74,0.0001247191011235955
75,0.00012640449438202245
76,0.0001280898876404494
77,0.0001297752808988764
78,0.00013146067415730335
79,0.0001331460674157303
80,0.0001348314606741573
81,0.00013651685393258425
82,0.00013820224719101123
83,0.0001398876404494382
84,0.00014157303370786515
85,0.00014325842696629213
86,0.0001449438202247191
87,0.00014662921348314605
88,0.00014831460674157303
89,0.00015
90,0.00015168539325842694
91,0.00015337078651685393
92,0.00015505617977528088
93,0.00015674157303370787
94,0.0001584269662921348
95,0.00016011235955056178
96,0.00016179775280898874
97,0.00016348314606741572
98,0.00016516853932584268
99,0.00016685393258426967
100,0.00016853932584269662
101,0.0001702247191011236
102,0.00017191011235955054
103,0.0001735955056179775
104,0.00017528089887640448
105,0.00017696629213483143
106,0.00017865168539325842
107,0.00018033707865168538
108,0.00018202247191011236
109,0.00018370786516853932
110,0.00018539325842696627
111,0.00018707865168539323
112,0.00018876404494382021
113,0.00019044943820224717
114,0.00019213483146067416
115,0.0001938202247191011
116,0.0001955056179775281
117,0.00019719101123595505
118,0.00019887640449438198
119,0.00020056179775280897
120,0.00020224719101123593
121,0.0002039325842696629
122,0.00020561797752808987
123,0.00020730337078651685
124,0.0002089887640449438
125,0.0002106741573033708
126,0.00021235955056179772
127,0.00021404494382022468
128,0.00021573033707865166
129,0.00021741573033707862
130,0.0002191011235955056
131,0.00022078651685393256
132,0.00022247191011235954
133,0.0002241573033707865
134,0.00022584269662921346
135,0.00022752808988764042
136,0.0002292134831460674
137,0.00023089887640449436
138,0.00023258426966292134
139,0.0002342696629213483
140,0.00023595505617977528
141,0.00023764044943820224
142,0.00023932584269662917
143,0.00024101123595505615
144,0.0002426966292134831
145,0.0002443820224719101
146,0.0002460674157303371
147,0.000247752808988764
148,0.000249438202247191
149,0.000251123595505618
150,0.0002528089887640449
151,0.0002544943820224719
152,0.0002561797752808988
153,0.0002578651685393258
154,0.0002595505617977528
155,0.00026123595505617977
156,0.0002629213483146067
157,0.0002646067415730337
158,0.0002662921348314606
159,0.0002679775280898876
160,0.0002696629213483146
161,0.00027134831460674157
162,0.0002730337078651685
163,0.0002747191011235955
164,0.00027640449438202247
165,0.00027808988764044945
166,0.0002797752808988764
167,0.0002814606741573033
168,0.0002831460674157303
169,0.0002848314606741573
170,0.00028651685393258426
171,0.0002882022471910112
172,0.0002898876404494382
173,0.00029157303370786516
174,0.0002932584269662921
175,0.0002949438202247191
176,0.00029662921348314606
177,0.000298314606741573
178,0.0003
179,0.0002999979231202862
180,0.0002999916925386572
181,0.00029998130842764855
182,0.00029996677107481433
183,0.0002999480808827189
184,0.00029992523836892604
185,0.00029989824416598446
186,0.0002998670990214103
187,0.00029983180379766647
188,0.00029979235947213886
189,0.00029974876713710895
190,0.000299701027999724
191,0.0002996491433819631
192,0.0002995931147206013
193,0.000299532943567169
194,0.0002994686315879094
195,0.00029940018056373265
196,0.0002993275923901659
197,0.00029925086907730116
198,0.0002991700127497397
199,0.0002990850256465331
200,0.0002989959101211213
201,0.00029890266864126717
202,0.0002988053037889886
203,0.00029870381826048686
204,0.0002985982148660716
205,0.00029848849653008356
206,0.0002983746662908131
207,0.0002982567273004166
208,0.00029813468282482856
209,0.00029800853624367153
210,0.00029787829105016266
211,0.0002977439508510166
212,0.00029760551936634566
213,0.0002974630004295572
214,0.00029731639798724705
215,0.00029716571609909035
216,0.00029701095893772925
217,0.00029685213078865715
218,0.00029668923605010025
219,0.0002965222792328955
220,0.000296351264960366
221,0.0002961761979681927
222,0.00029599708310428343
223,0.0002958139253286385
224,0.0002956267297132135
225,0.00029543550144177887
226,0.000295240245809776
227,0.00029504096822417124
228,0.0002948376742033055
229,0.00029463036937674175
230,0.0002944190594851092
231,0.00029420375037994437
232,0.00029398444802352855
233,0.00029376115848872336
234,0.00029353388795880225
235,0.00029330264272727917
236,0.00029306742919773464
237,0.000292828253883638
238,0.0002925851234081674
239,0.00029233804450402623
240,0.00029208702401325656
241,0.00029183206888705004
242,0.00029157318618555503
243,0.00029131038307768126
244,0.0002910436668409013
245,0.0002907730448610491
246,0.00029049852463211524
247,0.0002902201137560397
248,0.00028993781994250114
249,0.0002896516510087035
250,0.00028936161487915955
251,0.00028906771958547124
252,0.0002887699732661076
253,0.0002884683841661791
254,0.0002881629606372096
255,0.0002878537111369048
256,0.0002875406442289183
257,0.00028722376858261414
258,0.00028690309297282706
259,0.0002865786262796193
260,0.0002862503774880348
261,0.00028591835568785024
262,0.0002855825700733235
263,0.0002852430299429391
264,0.00028489974469915035
265,0.0002845527238481195
266,0.000284201976999454
267,0.0002838475138659408
268,0.000283489344263277
269,0.0002831274781097985
270,0.0002827619254262048
271,0.00028239269633528204
272,0.00028201980106162225
273,0.0002816432499313406
274,0.00028126305337178905
275,0.0002808792219112679
276,0.0002804917661787342
277,0.00028010069690350716
278,0.0002797060249149715
279,0.00027930776114227715
280,0.00027890591661403676
281,0.00027850050245802033
282,0.000278091529900847
283,0.00027767901026767416
284,0.000277262954981884
285,0.0002768433755647669
286,0.00027642028363520255
287,0.00027599369090933835
288,0.00027556360920026455
289,0.0002751300504176876
290,0.00027469302656759996
291,0.000274252549751948
292,0.00027380863216829645
293,0.00027336128610949093
294,0.00027291052396331757
295,0.0002724563582121598
296,0.00027199880143265285
297,0.0002715378662953351
298,0.0002710735655642978
299,0.00027060591209683116
300,0.00027013491884306863
301,0.0002696605988456279
302,0.00026918296523925004
303,0.0002687020312504357
304,0.0002682178101970788
305,0.00026773031548809787
306,0.0002672395606230644
307,0.00026674555919182943
308,0.0002662483248741471
309,0.0002657478714392954
310,0.00026524421274569556
311,0.000264737362740528
312,0.0002642273354593459
313,0.0002637141450256868
314,0.0002631978056506813
315,0.0002626783316326599
316,0.00026215573735675635
317,0.00026163003729451015
318,0.0002611012460034651
319,0.0002605693781267668
320,0.0002600344483927565
321,0.0002594964716145637
322,0.0002589554626896959
323,0.0002584114365996258
324,0.00025786440840937686
325,0.00025731439326710564
326,0.00025676140640368283
327,0.000256205463132271
328,0.0002556465788479008
329,0.0002550847690270447
330,0.0002545200492271884
331,0.00025395243508639974
332,0.000253381942322896
333,0.00025280858673460847
334,0.00025223238419874505
335,0.0002516533506713505
336,0.0002510715021868646
337,0.00025048685485767826
338,0.00024989942487368716
339,0.0002493092285018435
340,0.0002487162820857056
341,0.0002481206020449853
342,0.00024752220487509304
343,0.00024692110714668144
344,0.0002463173255051862
345,0.0002457108766703653
346,0.00024510177743583577
347,0.00024449004466860886
348,0.00024387569530862294
349,0.00024325874636827428
350,0.000242639214931946
351,0.00024201711815553524
352,0.00024139247326597748
353,0.00024076529756077018
354,0.00024013560840749319
355,0.0002395034232433284
356,0.00023886875957457621
357,0.00023823163497617138
358,0.00023759206709119595
359,0.00023695007363039072
360,0.000236305672371665
361,0.0002356588811596042
362,0.00023500971790497556
363,0.00023435820058423235
364,0.000233704347239016
365,0.00023304817597565651
366,0.000232389704964671
367,0.00023172895244026056
368,0.0002310659366998054
369,0.00023040067610335816
370,0.0002297331890731352
371,0.0002290634940930069
372,0.00022839160970798548
373,0.00022771755452371162
374,0.00022704134720593909
375,0.00022636300648001814
376,0.00022568255113037658
377,0.000225
378,0.00022431537198990957
379,0.000223628686058639
380,0.00022293996122170942
381,0.00022224921655110273
382,0.00022155647117473343
383,0.00022086174427591915
384,0.00022016505509284923
385,0.00021946642291805214
386,0.0002187658670978611
387,0.0002180634070318783
388,0.00021735906217243802
389,0.00021665285202406747
390,0.00021594479614294715
391,0.00021523491413636894
392,0.00021452322566219338
393,0.00021380975042830522
394,0.00021309450819206763
395,0.00021237751875977516
396,0.00021165880198610522
397,0.00021093837777356835
398,0.00021021626607195691
399,0.0002094924868777929
400,0.00020876706023377394
401,0.00020804000622821848
402,0.00020731134499450937
403,0.0002065810967105364
404,0.0002058492815981375
405,0.00020511591992253888
406,0.0002043810319917937
407,0.00020364463815621966
408,0.00020290675880783575
409,0.00020216741437979735
410,0.00020142662534583031
411,0.00020068441221966424
412,0.00019994079555446417
413,0.00019919579594226172
414,0.0001984494340133847
415,0.0001977017304358857
416,0.00019695270591497
417,0.000196202381192422
418,0.00019545077704603088
419,0.00019469791428901553
420,0.00019394381376944766
421,0.00019318849636967497
422,0.00019243198300574252
423,0.0001916742946268138
424,0.00019091545221459048
425,0.0001901554767827313
426,0.00018939438937627047
427,0.00018863221107103453
428,0.0001878689629730589
429,0.00018710466621800356
430,0.00018633934197056747
431,0.00018557301142390275
432,0.00018480569579902752
433,0.0001840374163442385
434,0.00018326819433452267
435,0.0001824980510709678
436,0.00018172700788017285
437,0.00018095508611365728
438,0.00018018230714726986
439,0.00017940869238059672
440,0.00017863426323636868
441,0.00017785904115986823
442,0.0001770830476183353
443,0.00017630630410037326
444,0.00017552883211535347
445,0.0001747506531928199
446,0.0001739717888818927
447,0.0001731922607506717
448,0.00017241209038563915
449,0.0001716312993910617
450,0.0001708499093883924
451,0.00017006794201567186
452,0.00016928541892692907
453,0.00016850236179158173
454,0.0001677187922938362
455,0.0001669347321320871
456,0.00016615020301831635
457,0.00016536522667749196
458,0.00016457982484696646
459,0.00016379401927587493
460,0.00016300783172453265
461,0.00016222128396383258
462,0.00016143439777464264
463,0.00016064719494720238
464,0.00015985969728051947
465,0.00015907192658176641
466,0.0001582839046656762
467,0.00015749565335393867
468,0.0001567071944745959
